time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_good_high_claim,statistics_error_lead_to_a_shot,statistics_own_goals,statistics_expected_goals,statistics_expected_assists,statistics_blocked_scoring_attempt,statistics_big_chance_missed,statistics_hit_woodwork,statistics_penalty_miss,statistics_penalty_conceded,statistics_penalty_won,statistics_punches,statistics_goals_prevented,statistics_last_man_tackle,statistics_clearance_off_line,statistics_error_lead_to_a_goal,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_penalty_save
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Reinaldo,6,D,FALSE,NA,62,53,7,3,7,1,NA,NA,NA,90,105,8.1,27,16,5,2,7,4,2,2,2,5,2,NA,3,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0326,0.514199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Mathias Villasanti,20,M,FALSE,NA,88,75,5,1,1,NA,NA,NA,NA,90,96,6.7,15,1,NA,NA,5,1,NA,NA,2,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Felipe Carballo,8,M,FALSE,NA,90,80,4,3,4,2,NA,NA,NA,90,110,7.4,18,7,1,1,8,1,NA,1,4,2,NA,1,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0161,0.350605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Franco Cristaldo,19,M,FALSE,NA,62,55,2,1,5,NA,NA,NA,NA,90,82,6.9,15,7,2,5,8,1,1,NA,1,1,2,1,2,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0.0969,0.182577,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Everton Galdino,13,F,FALSE,NA,25,23,NA,NA,NA,1,NA,NA,NA,60,37,6.9,6,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.174,0.05149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Luis Suárez,9,F,FALSE,TRUE,37,28,1,NA,6,NA,1,NA,NA,90,54,7.2,15,NA,NA,1,6,5,2,NA,1,2,3,NA,NA,NA,1,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,0.4149,0.484267,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Lucas Besozzi,22,F,FALSE,NA,29,26,NA,NA,2,NA,2,NA,NA,45,39,7.1,6,NA,NA,NA,2,1,NA,1,1,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0783,0.0528588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Fábio,2,D,TRUE,NA,39,34,2,NA,4,NA,NA,NA,NA,71,61,7,13,8,3,3,5,2,1,1,1,2,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0212,0.361709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Ferreira,10,F,TRUE,NA,32,30,3,3,5,NA,2,NA,NA,45,52,7.2,13,5,NA,2,5,5,3,NA,NA,1,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0498,0.0877462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,André Henrique,77,F,TRUE,NA,17,14,NA,NA,3,NA,NA,NA,NA,30,23,6.9,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.2807,0.0137129,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,João Pedro Galvão,11,F,TRUE,NA,7,6,NA,NA,3,NA,1,NA,NA,30,11,6.7,1,NA,NA,1,2,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0212599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Gustavo Martins,53,D,TRUE,NA,5,4,NA,NA,2,NA,NA,NA,NA,18,8,6.7,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.2211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Caíque,31,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Cuiabano,54,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Bruno Uvini,15,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Nathan,14,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Ronald,35,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Nathan Fernandes,32,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,61,home,Grêmio,Corinthians,Arena do Grêmio,Brasileirão Série A,0,1,Renato Portaluppi,Ramón Díaz,Luan,7,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Gabriel Grando,12,G,FALSE,NA,19,14,7,2,NA,NA,NA,2,3,90,28,6.1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9083,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Gustavo Martins,53,D,FALSE,NA,62,54,5,2,7,2,1,NA,NA,90,72,7,8,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0339044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Bruno Uvini,15,D,FALSE,NA,28,21,4,1,1,NA,1,NA,NA,45,35,6.6,7,NA,NA,2,3,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0644,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Walter Kannemann,4,D,FALSE,NA,34,28,2,NA,10,3,1,NA,NA,90,50,6.8,7,NA,NA,NA,4,NA,NA,3,3,NA,5,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.1527,0.00694753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Fábio,2,M,FALSE,NA,49,44,1,1,1,NA,NA,NA,NA,90,69,6.7,10,4,1,NA,7,NA,NA,2,5,1,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0787011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Ronald,35,M,FALSE,NA,65,59,3,3,8,2,NA,NA,NA,90,76,7.1,8,NA,NA,1,2,NA,NA,NA,1,1,3,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0141,0.0647019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Felipe Carballo,8,M,FALSE,NA,58,53,5,3,4,NA,NA,NA,NA,75,71,6.7,8,1,NA,2,6,NA,NA,2,NA,1,NA,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1314,0.052676,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Reinaldo,6,M,FALSE,NA,51,44,4,2,3,1,NA,NA,NA,90,74,7.5,13,6,5,NA,4,4,2,NA,1,6,1,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.2696,0.315848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Everton Galdino,13,F,FALSE,NA,26,21,1,1,6,NA,1,NA,NA,65,38,6.8,8,NA,NA,1,3,4,3,NA,NA,2,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0368,0.161856,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Luis Suárez,9,F,FALSE,TRUE,30,21,1,NA,4,NA,2,NA,NA,90,43,6.8,14,NA,NA,NA,5,3,1,NA,1,NA,1,NA,NA,NA,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.2294,0.0697936,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Franco Cristaldo,19,F,FALSE,NA,26,18,1,NA,3,NA,1,NA,NA,45,37,6.6,12,2,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0110926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Ferreira,10,F,TRUE,NA,32,29,NA,NA,5,NA,1,NA,NA,45,45,7.3,7,1,1,NA,5,5,4,NA,1,1,NA,1,NA,NA,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.0465,0.215796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Nathan Fernandes,32,D,TRUE,NA,25,25,NA,NA,5,NA,NA,NA,NA,45,39,6.6,3,NA,NA,1,3,5,5,NA,NA,3,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1647,0.0881545,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Nathan,14,M,TRUE,NA,24,23,NA,NA,NA,NA,NA,NA,NA,25,29,6.5,5,1,NA,1,4,2,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0245,0.0347497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,André Henrique,77,F,TRUE,NA,7,5,NA,NA,1,NA,NA,NA,NA,15,11,6.7,3,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0381,0.0709638,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Caíque,31,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Natã,36,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Cuiabano,54,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Rodrigo Ely,5,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Lucas Besozzi,22,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Juan Iturbe,21,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,Luan,7,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,62,away,Atlético Mineiro,Grêmio,Arena MRV,Brasileirão Série A,3,0,Gabriel Milito,Renato Portaluppi,João Pedro Galvão,11,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Caíque,31,G,FALSE,NA,18,10,11,3,2,1,NA,3,5,90,30,7.4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.1389,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Fábio,2,D,FALSE,NA,18,10,3,NA,8,3,2,NA,NA,45,41,7,12,4,1,1,2,NA,NA,1,NA,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.020062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Bruno Alves,34,D,FALSE,NA,29,19,6,2,3,1,NA,NA,NA,90,37,6.6,10,NA,NA,2,4,NA,NA,1,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Walter Kannemann,4,D,FALSE,NA,43,33,7,4,3,5,NA,NA,NA,90,55,6.6,12,NA,NA,3,6,NA,NA,NA,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Reinaldo,6,D,FALSE,NA,42,33,7,2,5,1,1,NA,NA,90,70,6.9,17,5,NA,1,2,1,1,2,NA,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Mathias Villasanti,20,M,FALSE,NA,58,49,5,2,9,1,1,NA,NA,90,74,7.1,11,1,NA,1,8,2,2,1,3,NA,1,4,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.0064,0.0443533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Felipe Carballo,8,M,FALSE,NA,27,25,NA,NA,1,NA,NA,NA,NA,45,34,6.5,4,1,NA,1,3,NA,NA,1,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0493,0.0163633,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Franco Cristaldo,19,M,FALSE,NA,35,27,1,NA,3,NA,2,NA,NA,73,49,7.5,10,3,2,3,4,NA,NA,NA,1,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1878,0.13718,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Everton Galdino,13,F,FALSE,NA,14,13,NA,NA,NA,NA,NA,NA,NA,35,19,6.3,5,NA,NA,2,5,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Luis Suárez,9,F,FALSE,TRUE,26,20,NA,NA,3,NA,NA,NA,NA,90,47,7,16,1,NA,1,7,6,2,1,NA,2,NA,NA,1,NA,2,4,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0.3202,0.0917034,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Nathan Fernandes,32,F,FALSE,NA,31,21,2,1,7,NA,1,NA,NA,81,51,6.5,18,1,NA,2,7,7,5,1,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2772,0.0313978,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grêmio,2023,63,home,Grêmio,Goiás,Arena do Grêmio,Brasileirão Série A,2,1,Renato Portaluppi,Vagner Mancini,Ferreira,10,F,TRUE,NA,29,26,NA,NA,5,NA,4,NA,NA,55,41,7.6,7,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3584,0.0465952,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
