time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_punches,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_goal_assist,statistics_big_chance_created,statistics_total_offside,statistics_saved_shots_from_inside_the_box,statistics_big_chance_missed,statistics_penalty_won,statistics_good_high_claim,statistics_hit_woodwork,statistics_penalty_conceded,statistics_penalty_save,statistics_penalty_shootout_save,statistics_penalty_shootout_goal,statistics_penalty_shootout_miss,statistics_penalty_miss,statistics_error_lead_to_a_shot,statistics_last_man_tackle,statistics_clearance_off_line,statistics_own_goals,statistics_error_lead_to_a_goal,statistics_expected_goals,statistics_goals_prevented,statistics_expected_assists
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Deyverson,16,F,TRUE,NA,2,NA,NA,NA,4,NA,2,NA,22,9,6.4,5,NA,NA,2,3,NA,NA,NA,NA,NA,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Luiz Adriano,10,F,TRUE,NA,4,3,NA,NA,2,NA,NA,NA,17,9,6.6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Jailson,42,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Benjamin Kuscevic,4,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Marcos Rocha,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Joaquín Piquerez,22,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Lucas Lima,20,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Danilo Barbosa,18,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,63,home,Palmeiras,Fortaleza,Allianz Parque,Brasileirão Série A,2,3,Abel Ferreira,Juan Pablo Vojvoda,Rony,7,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Weverton,21,G,FALSE,NA,27,21,10,4,1,2,NA,6,90,42,8.1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Luan Garcia,13,D,FALSE,NA,36,25,15,6,4,3,1,NA,90,45,6.7,12,NA,NA,2,3,NA,NA,2,NA,1,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Gustavo Gómez,15,D,FALSE,TRUE,35,31,4,2,6,3,2,NA,90,49,7.2,5,NA,NA,1,1,NA,NA,3,NA,NA,3,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Renan,3,D,FALSE,NA,41,31,6,1,10,2,1,NA,90,70,6.8,14,NA,NA,2,8,2,1,4,1,NA,4,2,4,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Marcos Rocha,2,M,FALSE,NA,36,24,5,1,3,1,NA,NA,90,56,6.6,18,2,NA,NA,2,NA,NA,1,NA,NA,1,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Danilo,28,M,FALSE,NA,35,25,6,2,9,NA,1,NA,90,52,6.5,14,NA,NA,NA,8,4,2,3,NA,NA,5,5,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Zé Rafael,8,M,FALSE,NA,14,12,NA,NA,9,NA,6,NA,68,33,6.6,9,NA,NA,1,6,3,1,1,NA,1,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Breno Lopes,19,M,FALSE,NA,6,4,1,NA,1,NA,NA,NA,45,10,6.2,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Raphael Veiga,23,F,FALSE,NA,31,27,4,3,4,NA,3,NA,88,47,6.7,9,3,1,2,7,1,NA,NA,4,1,NA,1,1,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Dudu,43,F,FALSE,NA,26,19,2,1,6,NA,2,NA,90,52,7.6,18,9,3,2,6,3,3,2,1,3,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Rony,7,F,FALSE,NA,5,3,NA,NA,1,NA,NA,NA,59,7,6.4,3,NA,NA,2,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Wesley,11,M,TRUE,NA,14,12,1,1,6,NA,2,NA,45,35,6.6,11,1,NA,NA,8,7,4,NA,2,1,NA,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Luiz Adriano,10,F,TRUE,NA,4,2,NA,NA,1,NA,1,NA,31,6,6.7,2,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Patrick de Paula,5,M,TRUE,NA,10,7,2,NA,3,NA,1,NA,22,21,7.5,7,2,NA,NA,1,2,1,1,NA,1,1,NA,NA,1,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Gabriel Veron,27,M,TRUE,NA,2,NA,1,NA,1,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Jailson,42,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Felipe Melo,30,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Mayke,12,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Joaquín Piquerez,22,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Gustavo Scarpa,14,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Danilo Barbosa,18,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Willian,29,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,64,away,São Paulo,Palmeiras,Estádio Cícero Pompeu de Toledo,"Copa Libertadores, Knockout stage",1,1,Luis Zubeldia,Abel Ferreira,Deyverson,9,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Weverton,21,G,FALSE,NA,10,7,6,3,NA,NA,NA,2,69,15,6.2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Gabriel Menino,25,D,FALSE,NA,33,27,3,1,8,NA,3,NA,90,62,6.8,13,2,NA,NA,5,3,1,2,1,NA,1,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Felipe Melo,30,D,FALSE,TRUE,32,30,7,5,2,6,NA,NA,90,44,6.7,2,NA,NA,NA,4,NA,NA,2,3,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Gustavo Gómez,15,D,FALSE,NA,38,31,2,1,6,5,2,NA,90,55,6.9,9,1,NA,1,3,NA,NA,1,1,NA,3,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Joaquín Piquerez,22,D,FALSE,NA,27,22,3,1,4,3,1,NA,90,46,6.3,9,1,NA,1,5,3,1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Danilo,28,M,FALSE,NA,50,37,9,3,4,1,NA,NA,90,63,6.2,17,NA,NA,1,11,2,NA,NA,2,NA,NA,5,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Patrick de Paula,5,M,FALSE,NA,21,16,6,4,2,1,NA,NA,36,28,5.4,6,NA,NA,1,6,2,2,2,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Gabriel Veron,27,M,FALSE,NA,8,5,1,1,2,2,NA,NA,45,18,6.8,5,NA,NA,NA,3,1,NA,3,NA,1,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Gustavo Scarpa,14,M,FALSE,NA,12,8,NA,NA,1,NA,NA,NA,45,28,6.3,16,6,NA,NA,3,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Wesley,11,M,FALSE,NA,9,7,1,1,2,NA,NA,NA,45,18,6.3,6,NA,NA,NA,5,2,1,2,NA,NA,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Willian,29,F,FALSE,NA,4,4,NA,NA,2,1,2,NA,45,10,6.4,3,NA,NA,3,4,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Luan Garcia,13,D,TRUE,NA,25,20,3,NA,3,3,NA,NA,45,32,6.2,6,NA,NA,NA,4,NA,NA,NA,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Zé Rafael,8,M,TRUE,NA,19,18,NA,NA,4,NA,1,NA,45,31,6.3,8,NA,NA,NA,5,4,2,1,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Danilo Barbosa,18,M,TRUE,NA,12,10,NA,NA,4,NA,3,NA,45,22,6.5,6,NA,NA,NA,3,1,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Rony,7,M,TRUE,NA,9,8,NA,NA,1,NA,1,NA,45,12,6.4,2,1,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Jailson,42,G,TRUE,NA,13,10,6,3,NA,NA,NA,2,21,18,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Benjamin Kuscevic,4,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Marcos Rocha,2,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Mayke,12,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palmeiras,2021,65,away,Atlético Mineiro,Palmeiras,Arena MRV,Brasileirão Série A,2,0,Gabriel Milito,Abel Ferreira,Dudu,43,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
