time_alvo,ano,jogo,home_or_away,home_team,away_team,stadium,tournament,home_score,away_score,home_manager,away_manager,player_name,player_number,player_position,player_sub,player_captain,statistics_total_pass,statistics_accurate_pass,statistics_total_long_balls,statistics_accurate_long_balls,statistics_duel_won,statistics_total_clearance,statistics_was_fouled,statistics_saved_shots_from_inside_the_box,statistics_saves,statistics_minutes_played,statistics_touches,statistics_rating,statistics_possession_lost_ctrl,statistics_total_cross,statistics_accurate_cross,statistics_aerial_lost,statistics_duel_lost,statistics_total_contest,statistics_won_contest,statistics_interception_won,statistics_fouls,statistics_key_pass,statistics_aerial_won,statistics_challenge_lost,statistics_total_tackle,statistics_blocked_scoring_attempt,statistics_outfielder_block,statistics_dispossessed,statistics_on_target_scoring_attempt,statistics_goals,statistics_shot_off_target,statistics_goal_assist,statistics_total_offside,statistics_hit_woodwork,statistics_punches,statistics_total_keeper_sweeper,statistics_accurate_keeper_sweeper,statistics_big_chance_created,statistics_big_chance_missed,statistics_error_lead_to_a_goal,statistics_penalty_won,statistics_penalty_miss,statistics_good_high_claim,statistics_penalty_conceded,statistics_penalty_save,statistics_penalty_shootout_goal,statistics_clearance_off_line,statistics_error_lead_to_a_shot,statistics_last_man_tackle,statistics_penalty_shootout_save,statistics_expected_goals,statistics_goals_prevented,statistics_expected_assists,statistics_penalty_shootout_miss,statistics_own_goals
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Fabián Balbuena,31,D,FALSE,NA,52,40,3,1,8,4,1,NA,NA,90,64,7.4,12,NA,NA,2,4,1,1,NA,1,NA,3,1,3,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.227,NA,0.00906807,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Fábio Santos,26,D,FALSE,NA,32,25,2,NA,2,NA,NA,NA,NA,45,39,6.4,10,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00886975,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Victor Cantillo,24,M,FALSE,NA,67,59,6,3,6,2,1,NA,NA,77,78,6.8,11,1,NA,NA,4,2,1,NA,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.161727,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Roni,29,M,FALSE,NA,31,29,2,1,1,NA,NA,NA,NA,66,40,6.7,6,2,NA,NA,2,NA,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0363,NA,0.0476377,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Gustavo Silva,19,M,FALSE,NA,26,19,NA,NA,3,1,1,NA,NA,73,42,6.8,12,4,3,1,5,5,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.167404,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Giuliano,11,M,FALSE,NA,42,40,1,1,3,NA,1,NA,NA,66,54,6.3,7,1,NA,NA,5,1,NA,1,2,NA,NA,1,2,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2889,NA,0.231694,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Lucas Piton,6,M,FALSE,NA,38,29,4,2,5,2,1,NA,NA,90,65,6.5,22,9,1,5,12,3,1,NA,2,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0809892,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Róger Guedes,9,F,FALSE,NA,28,21,2,NA,6,2,1,NA,NA,90,50,7,15,3,1,1,6,4,2,NA,1,2,3,NA,NA,2,NA,2,1,NA,3,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9223,NA,0.251825,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Yuri Alberto,7,F,TRUE,NA,16,12,NA,NA,1,NA,NA,NA,NA,45,24,6.6,9,NA,NA,NA,3,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0788,NA,0.00733132,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Renato Augusto,8,M,TRUE,NA,21,19,3,3,2,1,1,NA,NA,24,30,7.7,4,3,1,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0361,NA,0.492108,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Fausto Vera,33,M,TRUE,NA,11,7,1,1,1,NA,NA,NA,NA,24,13,6.5,5,NA,NA,1,3,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00609604,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Ramiro,17,M,TRUE,NA,17,14,1,1,2,1,NA,NA,NA,17,24,6.8,3,1,1,NA,1,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.462993,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Du Queiroz,37,M,TRUE,NA,11,11,NA,NA,1,NA,NA,NA,NA,13,16,6.8,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Matheus Donelli,32,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Robert Renan,30,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Fagner,23,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Bruno Méndez,25,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Bruno Melo,27,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Giovane,42,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,49,away,Avaí,Corinthians,Estádio da Ressacada,Brasileirão Série A,1,1,Enderson Moreira,Ramón Díaz,Júnior Moraes,18,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Cássio,12,G,FALSE,TRUE,21,12,19,10,NA,NA,NA,2,3,90,28,6.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Fagner,23,D,FALSE,NA,38,29,2,1,4,NA,1,NA,NA,90,52,6.6,11,1,NA,NA,5,1,1,NA,4,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Bruno Méndez,25,D,FALSE,NA,37,32,8,6,1,3,NA,NA,NA,68,48,6.4,5,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Raul Gustavo,34,D,FALSE,NA,33,27,4,2,6,3,NA,NA,NA,90,48,6.7,7,NA,NA,NA,5,NA,NA,2,2,NA,1,2,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Fábio Santos,26,D,FALSE,NA,59,53,3,1,4,1,1,NA,NA,90,77,6.9,8,2,1,1,3,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Du Queiroz,37,M,FALSE,NA,48,43,2,2,2,NA,NA,NA,NA,90,58,6.6,9,NA,NA,NA,5,1,NA,NA,NA,1,NA,4,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Fausto Vera,33,M,FALSE,NA,16,14,1,1,4,NA,NA,NA,NA,45,21,6.8,3,NA,NA,NA,5,2,1,NA,3,1,1,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Roni,29,M,FALSE,NA,20,18,2,1,3,NA,1,NA,NA,60,25,6.5,2,NA,NA,1,4,NA,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Adson,28,F,FALSE,NA,18,14,NA,NA,5,NA,3,NA,NA,71,35,6.8,8,1,NA,1,6,2,NA,2,1,1,NA,2,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Yuri Alberto,7,F,FALSE,NA,17,9,NA,NA,4,NA,NA,NA,NA,59,25,6.3,15,NA,NA,1,6,5,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Willian,10,F,FALSE,NA,38,32,1,1,3,1,1,NA,NA,84,53,6.7,13,1,NA,5,8,2,NA,1,NA,2,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Renato Augusto,8,M,TRUE,NA,28,22,1,1,6,NA,2,NA,NA,45,39,6.8,9,NA,NA,NA,3,3,2,NA,1,NA,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Róger Guedes,9,F,TRUE,NA,17,14,NA,NA,2,NA,NA,NA,NA,31,24,6.5,6,NA,NA,NA,2,2,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Giuliano,11,M,TRUE,NA,16,15,NA,NA,NA,NA,NA,NA,NA,30,16,6.4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Fabián Balbuena,31,D,TRUE,NA,11,10,1,NA,NA,1,NA,NA,NA,19,14,6.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Gustavo Silva,19,F,TRUE,NA,5,4,NA,NA,2,NA,1,NA,NA,10,8,6.8,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Carlos Miguel,22,G,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Lucas Piton,6,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Rafael Ramos,17,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Gil,4,D,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Victor Cantillo,24,M,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Giovane,42,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,50,away,Flamengo,Corinthians,Estádio do Maracanã,"Copa Libertadores, Knockout stage",1,0,Filipe Luis,Ramón Díaz,Júnior Moraes,18,F,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Cássio,12,G,FALSE,TRUE,30,24,10,4,NA,NA,NA,1,3,90,39,6.7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.9004,NA,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Rafael Ramos,2,D,FALSE,NA,29,23,3,NA,5,NA,1,NA,NA,59,44,7,10,2,NA,NA,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.00610965,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Bruno Méndez,25,D,FALSE,NA,58,49,3,NA,6,3,1,NA,NA,90,66,6.9,9,NA,NA,2,3,NA,NA,NA,1,NA,5,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0216,NA,NA,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Fabián Balbuena,31,D,FALSE,NA,69,60,5,2,5,NA,1,NA,NA,90,76,6.8,10,NA,NA,1,1,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0269,NA,0.0133136,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Lucas Piton,6,D,FALSE,NA,40,27,5,1,5,1,1,NA,NA,90,59,6.8,17,3,2,NA,6,3,2,NA,4,3,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0157,NA,0.189861,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Du Queiroz,37,M,FALSE,NA,42,37,1,NA,2,NA,NA,NA,NA,90,61,6.7,11,3,NA,NA,2,2,1,4,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0286,NA,0.0167619,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Fausto Vera,33,M,FALSE,NA,55,51,3,2,2,NA,1,NA,NA,69,63,6.8,6,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0542,NA,0.0211754,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Renato Augusto,8,M,FALSE,NA,53,45,4,4,7,NA,NA,NA,NA,90,73,7.9,15,7,3,2,4,2,1,NA,NA,3,2,1,4,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.124,NA,0.0939171,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Gustavo Silva,19,F,FALSE,NA,10,7,NA,NA,3,NA,NA,NA,NA,69,20,6.8,6,1,1,NA,2,1,1,1,1,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0356891,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Yuri Alberto,9,F,FALSE,NA,17,11,NA,NA,3,1,NA,NA,NA,90,26,6.7,9,NA,NA,3,6,NA,NA,NA,1,2,3,1,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041,NA,0.00959938,NA,NA
Corinthians,2022,51,home,Corinthians,Palmeiras,Neo Química Arena,Brasileirão Série A,0,1,Ramón Díaz,Abel Ferreira,Róger Guedes,10,F,FALSE,NA,28,19,1,NA,4,NA,1,NA,NA,90,40,6.4,15,NA,NA,3,6,1,NA,NA,1,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0229768,NA,NA
